0010;0020;0021;0030;0040;0045;0050;0053;0055;0057;0060;0070;0080;0090;0100;0110;0120;0130;0140;0150;0160;0170;0175;0180;0190
1473;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820246870;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);76,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1474;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);417807,45;138,46;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1475;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820028010;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);2,48;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1476;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);330000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);74808,11;6,11;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1477;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820250610;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);33,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1478;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);337000000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);109583,26;4,49;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1479;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304840237160;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,55;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1480;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);330500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);15486,98;-1,43;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1481;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820252720;SANTANDER CONSUMER BANK AG - MOENCHENGLADBACH;0000235696;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,58;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1482;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);026900000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);294750,2;52,27;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1483;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820043570;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,11;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1484;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);033200000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);822603,33;179,75;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1485;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820255470;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);22,98;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1486;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);039300000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);83317,07;5,07;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1487;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880012090;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);6,08;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1488;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);588804833230480;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,2;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1489;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820267450;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);78,89;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1490;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038600000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);332071,99;212,35;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1491;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820111240;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1492;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);99059,8;64,8;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1493;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820270990;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);58,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1494;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);338500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);137223,72;116,58;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1495;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304840056560;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,15;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1496;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);026900000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);2556804,4;473,13;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1497;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820272570;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);470,25;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1498;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820132350;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,23;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1499;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038500000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);179827,37;-32,04;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1500;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820272600;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);164,35;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1501;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);359000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);52414,94;83,52;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1502;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880012480;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);2,07;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1503;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);0100I240P385906;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);20631,62;0;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1504;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820273750;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);56,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1505;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038800000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);797036,44;351,05;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1506;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820141570;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);5,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1507;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038600000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1564981,3;759,79;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1508;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820275080;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);73,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1509;r0390 - Non-financial liabilities;c005x   - Other financial corporations;Rank 9 - Ranking in insolvency (master scale);000000000000000;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);101360,6216;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1510;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880009380;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,9;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1511;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);341000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);94930,84;-7,94;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1512;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820277500;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);97,78;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1513;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);378500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);94960,12;57,74;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1514;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820143820;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);33,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1515;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304880023020;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,34;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1516;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820282740;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);248,11;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1517;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304880071770;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);9,17;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1518;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880014330;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,22;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1519;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);039100000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);33530,77;0,71;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1520;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820150970;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,67;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1521;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038900000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);167957,83;44,74;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1522;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880016260;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,68;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1523;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038700000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);45413,33;0,98;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1524;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820151190;Sucursal BSCH Frankfurt;0000046859;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,56;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1525;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);343400000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);298976,66;31,86;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1526;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304840049330;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,19;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1527;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);027100000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);50707,97;7,07;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1528;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820153890;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);64,44;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1529;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);000000000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);17205272,48;8848,89;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1530;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880019760;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,12;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1531;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038800000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);120970,46;111,87;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1532;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820154140;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);262,47;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1533;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);362304820798420;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,02;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1534;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880010230;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,97;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1535;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);023100000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);68298,8;-11,07;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1536;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820163410;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3291;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1537;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);039100000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);140383,12;2,17;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1538;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880020750;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,01;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1539;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);038900000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1508397,93;759,27;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1540;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820167570;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);48,89;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1541;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);345500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);32386;0;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1542;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304840097570;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,24;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
1543;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);027100000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);12510,71;0,13;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
1544;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820174780;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);30;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
