CÓDIGO PROGRAMA;NOME PROGRAMA;AGENTE;AGENCY;MOEDA;MONTANTE;MONT. DISPONÍVEL;DATA INÍCIO;DATA FIM;DATA BREAK CLAUSE;DATA DENUNCIA;SPREAD;COMISSÃO AGENTE;PERIOCIDADE AGENTE;BASE CALCULO AGENTE;B.C. GARANTIA SUBS;COMISSÃO GARANTIA SUBS;PERIOCIDADE GARANTIA SUBS;BEI;CONVENANTS;ESTADO;Nº EMISSÕES VIVAS;Nº ALTERAÇÕES;TIPO TAXA;METODO COLOCACAO;TOMADA FIRME;INDICADOR INCLUIDO NO RELATORIO;INDICADOR INSC. INTERBOLSA;FUNDING BEI;LEI APLICAVEL
PC1176;ASPOCK 2024;BANCO SANTANDER TOTTA;6226;EUR;1500000;0;08/11/2024;08/11/2029;;;0.65;0.05;Semestral;Act/360;Act/360;0.15;Semestral;Sim;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1177;BANEMA SA - 2024;BANCO SANTANDER TOTTA;6228;EUR;950000;0;25/11/2024;25/10/2029;25/11/2027;26/10/2027;0.7;0.1;Trimestral;Act/360;Act/360;0.1;Trimestral;Sim;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1178;ENERMUNDO 2024;BANCO SANTANDER TOTTA;6228;EUR;1000000;0;26/11/2024;27/11/2028;26/11/2026;27/10/2026;0.8;0.1;Semestral;Act/360;Act/360;0.1;Semestral;Sim;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1179;ASCENDUM 2024;BANCO SANTANDER TOTTA;7102;EUR;15000000;10000000;15/11/2024;15/11/2029;;;0.3;0.2;Anual;Act/360;Act/360;0.07;Anual;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1180;DE PRADO FAMILY 2024;BANCO SANTANDER TOTTA;6380;EUR;10000000;7000000;26/11/2024;26/11/2029;26/11/2025;27/10/2025;0.5;0.05;Anual;Act/360;Act/360;0.2;Anual;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1181;DE PRADO TOTAL;BANCO SANTANDER TOTTA;6380;EUR;15000000;15000000;26/11/2024;26/11/2029;26/11/2027;27/10/2027;0.5;0.05;Anual;Act/360;Act/360;0.2;Anual;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1182;MEIGAL 2024;BANCO SANTANDER TOTTA;6594;EUR;15000000;14000000;06/12/2024;06/12/2029;08/12/2025;08/11/2025;0.2;0.05;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1183;DUVALLI,SA 2025;BANCO SANTANDER TOTTA;6226;EUR;1000000;0;03/01/2025;03/01/2030;;;0.8;0.1;Trimestral;Act/360;Act/360;0.05;Trimestral;Sim;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1184;NORDESFER 2024;BANCO SANTANDER TOTTA;6210;EUR;950000;0;26/11/2024;27/11/2028;;;0.8;0.1;Trimestral;Act/360;Act/360;0.05;Trimestral;Sim;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1185;GRUPADO MOAGENS CERES 2024;BANCO SANTANDER TOTTA;6581;EUR;3800000;3450000;10/12/2024;10/12/2029;10/12/2026;10/11/2026;0.7;0.05;Semestral;Act/360;Act/360;0.1;Semestral;Sim;Não;Validado BO;2;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1186;PATINTER 2024;BANCO SANTANDER TOTTA;6247;EUR;5000000;3000000;30/12/2024;31/12/2029;30/12/2027;30/11/2027;0.3;0.05;Semestral;Act/360;Act/360;0.15;Semestral;Sim;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1187;COOPLECNORTE 2024;BANCO SANTANDER TOTTA;6228;EUR;4500000;4500000;11/12/2024;12/11/2029;;;0.6;0.05;Anual;Act/360;Act/360;0.05;Anual;Sim;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1188;GELCENTRO;BANCO SANTANDER TOTTA;6586;EUR;1000000;1000000;16/12/2024;17/12/2029;;;1;0.25;Trimestral;Act/360;Act/360;0.1;Trimestral;Sim;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;BATALHA;PRT
PC1189;GRUPADO NUTRINVEST 2024 (2);BANCO SANTANDER TOTTA;7103;EUR;5000000;0;23/12/2024;27/12/2028;;;1;0.1;Semestral;Act/360;Act/360;0.4;Semestral;Não;Não;Validado BO;2;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1190;GRUPADO NUTRINVEST 2024 2024 (1);BANCO SANTANDER TOTTA;7103;EUR;5000000;0;23/12/2024;27/12/2028;;;1;0.1;Semestral;Act/360;Act/360;0.4;Semestral;Não;Não;Validado BO;2;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1191;GRUPADO AUTOZITANIA 2024;BANCO SANTANDER TOTTA;6593;EUR;2000000;600000;27/12/2024;27/12/2029;29/12/2025;29/11/2025;1.2;0.1;Anual;Act/360;Act/360;0.1;Anual;Não;Não;Validado BO;2;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1192;TRANSWHITE;BANCO SANTANDER TOTTA;6239;EUR;1000000;250000;27/12/2024;27/12/2028;29/12/2025;29/11/2025;1;0.2;Mensal;Act/360;Act/360;0.2;Mensal;Não;Não;Validado BO;3;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1193;GRUPADO ETE 2025;BANCO SANTANDER TOTTA;7103;EUR;15000000;0;06/01/2025;07/01/2030;;;1.45;0.05;Anual;Act/360;Act/360;0.45;Anual;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1194;GRUPADO JOAQUIM CHAVES 2024;BANCO SANTANDER TOTTA;6208;EUR;2000000;0;07/01/2025;07/01/2028;;;1.25;0.15;Semestral;Act/360;Act/360;0.6;Semestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1195;MARTINS DA CRUZ & CRUZ 2025;BANCO SANTANDER TOTTA;6707;EUR;3000000;0;13/01/2025;15/12/2025;;;0.8;0.05;Anual;Act/360;Act/360;0.15;Anual;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1196;DIASDOURO UNIPESSOAL 2025;BANCO SANTANDER TOTTA;6707;EUR;2000000;2000000;20/01/2025;20/12/2029;21/07/2025;21/06/2025;0.6;0.05;Semestral;Act/360;Act/360;0.15;Semestral;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1197;GLINTT 2025;BANCO SANTANDER TOTTA;7103;EUR;3000000;0;30/01/2025;30/01/2030;;;1.75;0.05;Trimestral;Act/360;Act/360;0.35;Trimestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1198;INDUMAPE,SA 2025;BANCO SANTANDER TOTTA;6594;EUR;750000;350000;03/02/2025;01/02/2030;03/02/2026;04/01/2026;1.1;0.025;Anual;Act/360;Act/360;0.175;Anual;Não;Não;Validado BO;2;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1199;ARCEN ENGENHARIA 2024;BANCO SANTANDER TOTTA;6581;EUR;1000000;0;07/02/2025;07/02/2029;09/02/2026;10/01/2026;0.8;0.05;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1200;GRUPADO CARTONAGEM TRINDADE 2025;BANCO SANTANDER TOTTA;6226;EUR;5000000;3000000;18/02/2025;18/02/2030;;;0.9;0.05;Semestral;Act/360;Act/360;0.1;Semestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1201;RELVAS II 2025;BANCO SANTANDER TOTTA;6226;EUR;1000000;0;17/02/2025;17/02/2026;;;0.8;0.1;Mensal;Act/360;Act/360;0.15;Mensal;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1202;PANIKE 2025;BANCO SANTANDER TOTTA;6581;EUR;5000000;5000000;12/02/2025;12/02/2029;12/02/2026;13/01/2026;0.7;0.1;Anual;Act/360;Act/360;0.15;Anual;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC1203;ARCOL, SA 2025;BANCO SANTANDER TOTTA;6246;EUR;1500000;1500000;21/02/2025;21/02/2030;;;0.8;0.1;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
