unique_trade_id;counterparty_id;counterparty_type_id;counterparty_country;base_product;product_id;governing_law;contract_recogn_write_down;contract_recogn_suspension;contract_recogn_resolution;collateral_portfolio;collateral_posted;collateral_posted_currency;collateral_received;collateral_received_currency;leg_1_cash_flow;leg_2_cash_flow;leg_1_reference_rate;leg_2_reference_rate;leg_1_reference_period;leg_2_reference_period;premium;netting_agreement;carrying_amount;accounting_standard;accounting_classification;hierarchy;hedge_id;total_risk_exposure_amount
1010000283TSBGCNYXXXXXXXXXXXXXXXXXX8499855;7H6GLXDRUGQFU57RNE97;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-72033296.7500;EUR;11111111111.0000;N/A;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-CMFX-BECM;1649664.0000;IFRS;trading book;Level 2;N/A;102.4467
1010000286V1AIR0000000000VTTCNY10004005529;K8MS7FD7N5Z2WQ51AZ71;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;7480000.0000;EUR;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-BBVD-BSTE;401866.0000;IFRS;trading book;Level 2;N/A;2150.3387
1010000286V1AIR0000000000VTTCNY10004276146;7H6GLXDRUGQFU57RNE97;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-72033296.7500;EUR;11111111111.0000;N/A;N/A;N/A;USD SOFR 1M FLBCK;MXNTIIE28D;28 day;28 day;0.0000;1992-CMFX-BECM;1728629.0000;IFRS;trading book;Level 2;N/A;3688.0763
1010000286V1EIR0000000000VTTCTUK0001940407;SCRYQ25DTVRHYYMM6P89;Legal Entity Identifier;MX;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;-592524689.3163;USD;11111111111.0000;N/A;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-BMSY-BSTE;122472.0000;IFRS;trading book;Level 2;N/A;0.0000
1010000288135115050418255091;7H6GLXDRUGQFU57RNE97;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;-72033296.7500;EUR;11111111111.0000;N/A;N/A;N/A;USD SOFR 1M FLBCK;MXNTIIE28D;28 day;28 day;0.0000;1992-CMFX-BECM;467381.0000;IFRS;trading book;Level 2;N/A;224.6824
1030266796MARKITWIRE0000000000000111284686;4PQUHN3JPFGFNF3BB653;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;GB;YES;YES;YES;YES;-135920000.0000;EUR;11111111111.0000;N/A;N/A;N/A;EURIBOR3M;USD SOFR 3M FLBCK;3 month;3 month;0.0000;1992-MSIL-BSTE;2814282.0000;IFRS;trading book;Level 2;N/A;10704.9330
1030266796MARKITWIRE0000000000000136963956;TR24TWEY5RVRQV65HD49;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-313169843.5950;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR 3M FLBCK;N/A;3 month;0.0000;1992-SBWO-BSTE;482076.0000;IFRS;trading book;Level 2;N/A;0.0000
1030266796MARKITWIRE0000000000000142950670;TR24TWEY5RVRQV65HD49;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-313169843.5950;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR 3M FLBCK;N/A;3 month;0.0000;1992-SBWO-BSTE;117089.0000;IFRS;trading book;Level 2;N/A;0.0000
1030266796MARKITWIRE0000000000000143310405;TR24TWEY5RVRQV65HD49;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-313169843.5950;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR 3M FLBCK;N/A;3 month;0.0000;1992-SBWO-BSTE;47041.0000;IFRS;trading book;Level 2;N/A;0.0000
1030266796MARKITWIRE0000000000000168410533;95980020140005209368;Legal Entity Identifier;ES;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-172610000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;1992-UCIS-BSTE;2408246.0000;IFRS;trading book;Level 2;N/A;0.0000
1030266796MARKITWIRE0000000000000171114936;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;Swaptions (2.8);IRD|OSWP|;ES;YES;YES;YES;YES;11111111111.0000;N/A;225690000.0000;EUR;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;-660000.0000;1992-PBFP-BSTE;5526244.0000;IFRS;trading book;Level 2;N/A;34158.2215
1030266796MARKITWIRE0000000000000175883945;549300O0YQXDOJB36Y73;Legal Entity Identifier;IT;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-99650000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;1992-5FCO-BSTE;9232141.0000;IFRS;trading book;Level 2;N/A;0.0000
1030266796MARKITWIRE0000000000000194554944;549300ZK53CNGEEI6A29;Legal Entity Identifier;DE;Swaptions (2.8);IRD|OSWP|;ES;YES;YES;YES;YES;-111130000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;-2517375.0000;2002-CMBF-BSTE;1087727.0000;IFRS;trading book;Level 2;N/A;11280.0556
1030266796SAN00000000000000000001039189321;851WYGNLUQLFZBSYGB56;Legal Entity Identifier;SG;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;-74250000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;1992-CBKJ-BSTE;4926541.0000;IFRS;trading book;Level 2;N/A;116969.0076
1030266796SAN00000000000000000001692891121;851WYGNLUQLFZBSYGB56;Legal Entity Identifier;SG;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;42700000.0000;EUR;N/A;N/A;N/A;GBP SONIA 6M FLBCK;N/A;6 month;0.0000;1992-CBKJ-BSTE;752812.0000;IFRS;trading book;Level 2;N/A;57277.9874
1050000007O00000000000000384334C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR3M-EUREX;N/A;3 month;0.0000;ISDA-ECAG-BSTE;1104981.0000;IFRS;trading book;Level 2;N/A;0.6432
1050000007O00000000000000990750C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR6M-EUREX;N/A;6 month;0.0000;ISDA-ECAG-BSTE;7149329.0000;IFRS;trading book;Level 2;N/A;2.6674
1050000007O00000000000002007189C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR6M-EUREX;N/A;6 month;0.0000;ISDA-ECAG-BSTE;92483375.0000;IFRS;trading book;Level 2;N/A;4013.0798
1050000007O00000000000002946548C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR6M-EUREX;N/A;6 month;0.0000;ISDA-ECAG-BSTE;4449711.0000;IFRS;trading book;Level 2;N/A;9.5732
1050000007O00000000000003564610C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR EUREX;N/A;1 year;0.0000;ISDA-ECAG-BSTE;1881462.0000;IFRS;trading book;Level 2;N/A;18.3754
1050000007O00000000000003708325C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;FRA (2.2);IRD|FRA|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-ECAG-BSTE;99319.0000;IFRS;trading book;Level 2;N/A;0.9882
1050000007O00000000000003749450C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR EUREX;N/A;1 year;0.0000;ISDA-ECAG-BSTE;640.0000;IFRS;trading book;Level 2;N/A;0.0576
1050000007O00000000000004187579C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR EUREX;N/A;1 year;0.0000;ISDA-ECAG-BSTE;168.0000;IFRS;trading book;Level 2;N/A;0.0462
1050000007O00000000000004238378C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR EUREX;N/A;40 year;0.0000;ISDA-ECAG-BSTE;2696.0000;IFRS;trading book;Level 2;N/A;0.4064
1050000007O00000000000004247587C;529900LN3S50JPU47S06;Legal Entity Identifier;DE;FRA (2.2);IRD|FRA|;ES;YES;NO;NO;YES;-388951764.3000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-ECAG-BSTE;6877.0000;IFRS;trading book;Level 2;N/A;1.0712
18443839;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;40818.0000;IFRS;trading book;Level 2;N/A;3.5426
18446829;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;362237.0000;IFRS;trading book;Level 2;N/A;27.7730
18446853;O2RNE8IBXP4R0TD8PU41;Legal Entity Identifier;ZA;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;-48810000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;1992-SGAR-BSTEG;1020751.0000;IFRS;trading book;Level 2;N/A;1864.1583
18447383;96950041VJ1QP0B69503;Legal Entity Identifier;FR;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;19740000.0000;EUR;0.0000|500000.0000|1500000.0000|8000000.0000|32000000.0000|0.0000;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;1992-D5S6-BSTE;728923.0000;IFRS;trading book;Level 2;N/A;68290.9589
18469527;549300X3UK4GG3FNMO06;Legal Entity Identifier;FR;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-186419117.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;1992-EEDF-BSTE;32106981.0000;IFRS;trading book;Level 2;N/A;68123.2838
18476864;529900Z3J0N6S0F7CT25;Legal Entity Identifier;DE;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;31100000.0000;EUR;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;1992-LANB-BSTE;333768.0000;IFRS;trading book;Level 2;N/A;0.0000
18496765;4PQUHN3JPFGFNF3BB653;Legal Entity Identifier;US;CapFloor (2.3);IRD|CF|;ES;YES;YES;YES;YES;-135920000.0000;EUR;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;0.0000;1992-MSIL-BSTE;872057.0000;IFRS;Non-trading book;Level 2;MISS;5091.1236
19292315;259400LGXW3K0GDAG361;Legal Entity Identifier;PL;Vanilla Option (4.5);CURR|OPT|SMP;ES;YES;NO;NO;YES;-150100000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-1WBK-BSTE;7041.0000;IFRS;trading book;Level 2;N/A;0.0000
19406373;9598006Y5SSQEXRYNZ58;Legal Entity Identifier;ES;IR Swap (2.1);IRD|IRS|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;0.0000|50000.0000|150000.0000|0.0000|0.0000|0.0000;EURIBOR12M;N/A;3 month;N/A;0.0000;U0KL;5347.0000;IFRS;trading book;Level 2;N/A;0.0000
19437247;959800M41SWGD92V9088;Legal Entity Identifier;ES;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;YES;11111111111.0000;N/A;15320000.0000;EUR;N/A;N/A;EURIBOR1M;N/A;1 month;N/A;0.0000;CMOF-36DU-BSTE;80.0000;IFRS;trading book;Level 2;N/A;14766.3500
19445367;959800ZZGX2YY12WWZ76;Legal Entity Identifier;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;N/A;-1068.5000;19445367;289.0000;IFRS;trading book;Level 2;N/A;0.0000
19447181;959800UQ57AKE18WE912;Legal Entity Identifier;ES;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-5832.7500;CMOF-PWZ4-BSTE;2263.0000;IFRS;trading book;Level 2;N/A;0.0000
19452596;959800BSNMXU8EAHDD42;Legal Entity Identifier;ES;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-10037.0400;CMOF-7VZH-BSTE;11931.0000;IFRS;trading book;Level 2;N/A;0.0000
19453130;959800KUSWSR36RMUT95;Legal Entity Identifier;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-1147.2000;19453130;1132.0000;IFRS;trading book;Level 2;N/A;0.0000
19455089;959800M0FPJ52SU06529;Legal Entity Identifier;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-581.4000;19455089;572.0000;IFRS;trading book;Level 2;N/A;0.0000
19455651;959800M3HPLQLC9Z3L30;Legal Entity Identifier;ES;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;N/A;-1836.0000;CMOF-00CZDV-BSTE;1117.0000;IFRS;trading book;Level 2;N/A;0.0000
19458664;14040695T;Other identifier type;ES;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-958.5000;CMOF-00DG4A-BSTE;1131.0000;IFRS;trading book;Level 2;N/A;0.0000
19459861;959800GSBJ5XAM07LF68;Legal Entity Identifier;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;N/A;-903.0000;19459861;581.0000;IFRS;trading book;Level 2;N/A;0.0000
19479063;984500DAC0BY4A9Q3738;Legal Entity Identifier;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-473.2000;19479063;1131.0000;IFRS;trading book;Level 2;N/A;0.0000
20221889;05683603G;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-591.1500;20221889;1641.0000;IFRS;trading book;Level 2;N/A;0.0000
20328697;959800XZ0DA3VTU9ZV94;Legal Entity Identifier;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-1537.5000;20328697;5078.0000;IFRS;trading book;Level 2;N/A;0.0000
20522307;959800870D60QJKPBS98;Legal Entity Identifier;ES;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 month;N/A;0.0000;CMOF-SPAS-BSTE;36.0000;IFRS;trading book;Level 2;N/A;166.8000
21000126;SCRYQ25DTVRHYYMM6P89;Legal Entity Identifier;MX;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;-592524689.3163;USD;11111111111.0000;N/A;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-BMSY-BSTE;1351979.0000;IFRS;trading book;Level 2;N/A;0.0000
22273700;31682800R;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-473.1300;22273700;1428.0000;IFRS;trading book;Level 2;N/A;0.0000
22274227;X3179008V;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-1143.0100;22274227;3457.0000;IFRS;trading book;Level 2;N/A;0.0000
22329772;77349174J;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-441.0000;22329772;1382.0000;IFRS;trading book;Level 2;N/A;0.0000
23109013;79306376F;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-884.0000;23109013;1955.0000;IFRS;trading book;Level 2;N/A;0.0000
23952402;32935550X;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-425.1000;23952402;2263.0000;IFRS;trading book;Level 2;N/A;0.0000
24360090;3YJP8HORPAEXJ80D6368;Legal Entity Identifier;CL;Cross Currency (2.4);IRD|CS|;US;YES;NO;NO;YES;11111111111.0000;N/A;750668619.7609;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-BSCH-BSTE;4635422.0000;IFRS;trading book;Level 2;N/A;0.0000
24622740;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;IR Swap (2.1);IRD|INFLS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;225690000.0000;EUR;N/A;N/A;N/A;GBP RPI;N/A;0 businessDay;0.0000;1992-PBFP-BSTE;3723258.0000;IFRS;trading book;Level 2;N/A;22459.9822
25048071;96950041VJ1QP0B69503;Legal Entity Identifier;FR;CapFloor (2.3);IRD|CF|;ES;YES;YES;YES;YES;11111111111.0000;N/A;19740000.0000;EUR;N/A;N/A;EURIBOR6M;N/A;6 month;N/A;-10150.0000;1992-D5S6-BSTE;1321224.0000;IFRS;trading book;Level 2;N/A;192.6096
25594983;549300GKFG0RYRRQ1414;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;YES;YES;11111111111.0000;N/A;34030000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-DNOB-BSTE;667.0000;IFRS;trading book;Level 2;N/A;11.3896
25951499;549300QTILQDOPMKHQ09;Legal Entity Identifier;CO;Forward (4.4);CURR|FXD|SWLEG;US;YES;NO;YES;YES;11111111111.0000;N/A;1256910.6459;USD;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-H5YB-BSTE;2382837.0000;IFRS;trading book;Level 2;N/A;58290.1356
26142183;R83QYRLEMH4ZSHI0L097;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;GB;YES;YES;YES;YES;-3723695.3637;GBP;11111111111.0000;N/A;N/A;N/A;N/A;GBP SONIA 6M FLBCK;N/A;6 month;0.0000;2002-ANTL-BSTE;117085.0000;IFRS;trading book;Level 2;N/A;0.0000
26532854;549300IEPCGAWH0B8X49;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;US;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;0.0000|0.0000|0.0000|-11523920.3516|107002539.3848|0.0000;N/A;N/A;USD SOFR CMP LB -5;N/A;3 month;0.0000;2002-PALL13-BSNY;8674374.0000;IFRS;trading book;Level 2;N/A;7550601.8062
26846455;259400LGXW3K0GDAG361;Legal Entity Identifier;PL;CapFloor (2.3);IRD|CF|;ES;YES;NO;NO;YES;-150100000.0000;EUR;11111111111.0000;N/A;N/A;N/A;PLNWIBOR3M;N/A;1 month;N/A;-5412.0000;1992-1WBK-BSTE;180.0000;IFRS;trading book;Level 2;N/A;0.0000
26902341;52093387C;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-11196.8100;26902341;23133.0000;IFRS;trading book;Level 2;N/A;0.0000
28047855;959800LQ9YDEEHH86251;Legal Entity Identifier;ES;Vanilla Option (4.5);CURR|OPT|SMP;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;CMOF-00C2SM-BSTE;228.0000;IFRS;trading book;Level 2;N/A;0.0000
28393722;16536040Y;Other identifier type;ES;Vanilla Option (4.5);CURR|OPT|SMP;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;CMOF-X1MH-BSTE;350.0000;IFRS;trading book;Level 2;N/A;0.0000
28887081;47014195X;Other identifier type;MISS;CapFloor (2.3);IRD|CF|;ES;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;EURIBOR12M;N/A;1 year;N/A;-727.5000;28887081;1038.0000;IFRS;trading book;Level 2;N/A;0.0000
29356319;259400LGXW3K0GDAG361;Legal Entity Identifier;PL;CapFloor (2.3);IRD|CF|;ES;YES;NO;NO;YES;-150100000.0000;EUR;11111111111.0000;N/A;N/A;N/A;PLN WIBOR 1M;N/A;1 month;N/A;-26761.5000;1992-1WBK-BSTE;36.0000;IFRS;trading book;Level 2;N/A;0.0000
29384920;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;CapFloor (2.3);IRD|CF|;GB;YES;YES;YES;YES;-225675081.9827;GBP;11111111111.0000;N/A;N/A;N/A;GBP SONIA CMP LB -5;N/A;6 month;N/A;-695000.0000;2002-1AVB-BSTE;311953.0000;IFRS;trading book;Level 2;N/A;0.0000
30240824;259400LGXW3K0GDAG361;Legal Entity Identifier;PL;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-150100000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;1992-1WBK-BSTE;1266163.0000;IFRS;trading book;Level 2;N/A;0.0000
30321787;959800FMRZJRQYXGZ344;Legal Entity Identifier;ES;CapFloor (2.3);IRD|CF|;ES;YES;NO;NO;YES;-5375103.3600;EUR;11111111111.0000;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;N/A;-6203517.5000;1992-3Y5H-BSTE;37534.0000;IFRS;trading book;Level 2;N/A;2760.1242
30905654;SCRYQ25DTVRHYYMM6P89;Legal Entity Identifier;MX;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-592524689.3163;USD;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-BMSY-BSTE;51226.0000;IFRS;trading book;Level 2;N/A;0.0000
30974579;259400LGXW3K0GDAG361;Legal Entity Identifier;PL;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-150100000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;1992-1WBK-BSTE;110235.0000;IFRS;trading book;Level 2;N/A;0.0000
31335859;213800QLOPUUR7MU1875;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;GBP RPI;N/A;1 year;0.0000;2002-9RZP-BDSD;1028182.0000;IFRS;trading book;Level 2;N/A;31072.0340
32300868;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;Simple Exotic (4.6);CURR|OPT|FLEX;ES;YES;YES;YES;YES;-733830000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-1AVB-BSTE;13936.0000;IFRS;trading book;Level 2;N/A;0.0000
34099817;213800URRQ4HTSWKXZ41;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-3860000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-00EPW9-BSTE;2599.0000;IFRS;trading book;Level 2;N/A;0.0000
34265275;213800URRQ4HTSWKXZ41;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-3860000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-00EPW9-BSTE;183.0000;IFRS;trading book;Level 2;N/A;0.0000
34324283;213800URRQ4HTSWKXZ41;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-3860000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-00EPW9-BSTE;3434.0000;IFRS;trading book;Level 2;N/A;0.0000
34455944;PTCQB104N23FMNK2RZ28;Legal Entity Identifier;GB;Simple Exotic (4.6);CURR|OPT|FLEX;ES;YES;YES;YES;YES;-733830000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-1AVB-BSTE;2621.0000;IFRS;trading book;Level 2;N/A;0.0000
34543328;213800URRQ4HTSWKXZ41;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-3860000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-00EPW9-BSTE;1600.0000;IFRS;trading book;Level 2;N/A;0.0000
34679577;213800URRQ4HTSWKXZ41;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|SWLEG;ES;YES;YES;YES;YES;-3860000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;2002-00EPW9-BSTE;227.0000;IFRS;trading book;Level 2;N/A;0.0000
